hour,day,month,year,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
6,2,2,2024,1.5,88,4,9.1,0.0
7,2,2,2024,2.2,89,22,7.2,0.0
8,2,2,2024,2.9,87,32,8.2,0.0
9,2,2,2024,3.5,83,37,9.7,15.7
10,2,2,2024,4.9,77,63,11.2,102.3
11,2,2,2024,6.1,73,29,13.0,202.0
12,2,2,2024,7.3,71,30,13.0,317.4
13,2,2,2024,8.3,67,30,8.7,351.4
14,2,2,2024,9.0,60,30,9.9,357.8
15,2,2,2024,8.6,63,32,14.1,164.2
16,2,2,2024,8.7,68,40,13.8,102.4
17,2,2,2024,7.8,72,88,17.5,45.0
18,2,2,2024,7.0,76,100,14.6,4.5
19,2,2,2024,7.1,77,100,14.2,0.0
20,2,2,2024,6.9,80,100,16.7,0.0
21,2,2,2024,6.6,85,92,17.1,0.0
22,2,2,2024,6.3,83,71,16.4,0.0
23,2,2,2024,6.0,83,90,15.8,0.0
0,3,2,2024,5.8,83,98,15.5,0.0
1,3,2,2024,5.8,80,68,16.5,0.0
2,3,2,2024,5.7,78,62,15.5,0.0
3,3,2,2024,5.6,76,64,14.8,0.0
4,3,2,2024,5.9,66,54,11.6,0.0
5,3,2,2024,5.2,69,44,8.7,0.0
6,3,2,2024,4.3,72,32,6.6,0.0
7,3,2,2024,2.8,79,32,6.6,0.0
8,3,2,2024,3.1,80,11,8.0,0.0
9,3,2,2024,3.9,80,0,9.0,17.9
10,3,2,2024,6.0,78,0,9.2,126.7
11,3,2,2024,7.4,65,0,8.4,268.6
12,3,2,2024,8.1,59,31,5.4,368.3
13,3,2,2024,8.4,56,43,2.3,315.3
14,3,2,2024,8.6,56,46,5.1,257.6
15,3,2,2024,8.5,58,14,8.7,232.5
16,3,2,2024,8.2,57,0,10.6,246.7
17,3,2,2024,7.6,62,0,12.3,137.9
18,3,2,2024,6.3,71,2,10.3,21.8
19,3,2,2024,5.1,76,9,8.9,0.0
20,3,2,2024,4.8,79,18,8.0,0.0
21,3,2,2024,5.4,77,5,11.2,0.0
22,3,2,2024,5.4,76,1,9.9,0.0
23,3,2,2024,5.5,78,5,10.5,0.0
0,4,2,2024,6.1,74,4,13.8,0.0
1,4,2,2024,6.3,76,13,14.8,0.0
2,4,2,2024,6.3,79,16,13.8,0.0
3,4,2,2024,6.3,80,12,14.5,0.0
4,4,2,2024,7.7,76,100,17.6,0.0
5,4,2,2024,7.5,76,100,18.6,0.0
6,4,2,2024,7.2,77,100,18.8,0.0
7,4,2,2024,7.3,76,100,18.6,0.0
8,4,2,2024,7.2,77,100,18.4,0.0
9,4,2,2024,7.4,76,100,18.8,2.2
10,4,2,2024,8.0,75,99,19.5,31.5
11,4,2,2024,8.4,72,80,20.9,94.9
12,4,2,2024,8.7,71,31,21.6,166.1
13,4,2,2024,9.2,69,68,21.7,183.4
14,4,2,2024,9.2,70,100,20.1,80.6
15,4,2,2024,9.0,73,100,16.6,8.4
16,4,2,2024,9.1,79,100,18.2,0.0
17,4,2,2024,9.3,80,100,17.4,0.0
18,4,2,2024,9.4,83,100,16.4,0.0
19,4,2,2024,9.6,84,100,18.4,0.0
20,4,2,2024,9.4,87,52,18.9,0.0
21,4,2,2024,8.9,91,20,16.8,0.0
22,4,2,2024,8.7,91,19,15.2,0.0
23,4,2,2024,8.7,91,24,16.1,0.0
0,5,2,2024,8.7,91,46,17.1,0.0
1,5,2,2024,8.7,90,61,17.6,0.0
2,5,2,2024,8.9,91,60,17.4,0.0
3,5,2,2024,8.6,93,28,14.6,0.0
4,5,2,2024,9.1,92,28,16.8,0.0
5,5,2,2024,8.8,92,23,17.1,0.0
6,5,2,2024,8.7,92,14,18.6,0.0
7,5,2,2024,8.5,92,12,19.4,0.0
8,5,2,2024,8.6,92,16,21.4,0.0
9,5,2,2024,9.1,87,59,21.7,20.0
10,5,2,2024,9.7,84,81,23.1,6.8
11,5,2,2024,10.1,82,77,23.8,9.4
12,5,2,2024,10.5,80,70,25.3,17.4
13,5,2,2024,10.9,78,53,24.4,30.9
14,5,2,2024,12.3,74,30,24.5,234.1
15,5,2,2024,13.2,71,40,27.7,344.0
16,5,2,2024,14.1,75,32,22.9,223.9
17,5,2,2024,13.8,79,11,25.1,119.3
18,5,2,2024,13.4,72,34,30.1,22.3
19,5,2,2024,13.4,71,45,29.4,0.0
20,5,2,2024,13.1,72,17,28.5,0.0
21,5,2,2024,12.5,74,22,26.2,0.0
22,5,2,2024,12.1,77,8,26.4,0.0
23,5,2,2024,11.6,79,0,23.8,0.0
0,6,2,2024,11.4,79,2,24.0,0.0
1,6,2,2024,11.2,79,1,21.5,0.0
2,6,2,2024,11.0,79,5,20.9,0.0
3,6,2,2024,10.9,79,8,22.1,0.0
4,6,2,2024,10.8,83,10,22.2,0.0
5,6,2,2024,10.6,81,26,20.2,0.0
6,6,2,2024,10.3,82,5,17.9,0.0
7,6,2,2024,10.1,83,12,18.0,0.0
8,6,2,2024,10.0,84,11,18.5,0.0
9,6,2,2024,10.5,83,14,18.7,26.5
10,6,2,2024,11.8,82,13,19.5,141.4
11,6,2,2024,12.8,81,11,18.7,276.9
12,6,2,2024,13.6,78,9,18.5,379.6
13,6,2,2024,14.1,76,9,17.6,433.6
14,6,2,2024,14.3,74,8,16.9,431.8
15,6,2,2024,14.6,72,2,16.0,376.0
16,6,2,2024,15.2,72,2,15.9,273.9
17,6,2,2024,14.7,75,5,14.8,145.0
18,6,2,2024,13.4,76,0,12.8,26.6
19,6,2,2024,12.0,80,0,11.0,0.0
20,6,2,2024,11.7,82,0,10.3,0.0
21,6,2,2024,11.6,83,0,11.5,0.0
22,6,2,2024,11.5,85,0,12.8,0.0
23,6,2,2024,11.5,86,9,15.7,0.0
0,7,2,2024,11.4,86,8,17.5,0.0
1,7,2,2024,11.0,87,2,17.8,0.0
2,7,2,2024,10.8,88,7,17.1,0.0
3,7,2,2024,10.5,89,9,14.5,0.0
4,7,2,2024,10.2,90,11,12.4,0.0
5,7,2,2024,10.3,90,10,14.0,0.0
6,7,2,2024,10.3,89,12,14.9,0.0
7,7,2,2024,10.2,89,20,16.1,0.0
8,7,2,2024,10.1,89,6,16.9,0.0
9,7,2,2024,10.7,88,13,18.6,26.4
10,7,2,2024,11.9,88,7,19.5,142.2
11,7,2,2024,12.9,85,15,20.7,276.5
12,7,2,2024,13.5,83,3,21.2,376.2
13,7,2,2024,14.1,82,6,20.7,432.5
14,7,2,2024,14.7,82,8,21.0,429.9
15,7,2,2024,15.2,82,13,22.0,372.5
16,7,2,2024,15.7,78,18,22.1,272.5
17,7,2,2024,15.6,79,35,21.4,136.3
18,7,2,2024,14.6,74,36,23.9,15.7
19,7,2,2024,14.5,72,33,27.7,0.0
20,7,2,2024,14.6,73,32,28.5,0.0
21,7,2,2024,14.0,77,40,26.7,0.0
22,7,2,2024,13.8,79,34,28.3,0.0
23,7,2,2024,13.7,80,33,28.8,0.0
0,8,2,2024,13.6,80,43,28.6,0.0
1,8,2,2024,13.4,81,42,27.0,0.0
2,8,2,2024,13.2,81,38,25.5,0.0
3,8,2,2024,13.0,81,36,24.4,0.0
4,8,2,2024,13.0,77,44,27.0,0.0
5,8,2,2024,12.8,80,51,26.0,0.0
6,8,2,2024,12.6,81,53,23.2,0.0
7,8,2,2024,12.2,84,69,19.9,0.0
8,8,2,2024,12.2,84,100,17.9,0.0
9,8,2,2024,12.3,82,87,20.2,2.2
10,8,2,2024,13.4,77,54,24.4,36.4
11,8,2,2024,14.0,77,60,22.5,149.1
12,8,2,2024,14.6,76,46,20.6,241.6
13,8,2,2024,15.0,75,41,19.7,165.8
14,8,2,2024,15.7,76,38,17.6,296.2
15,8,2,2024,15.8,78,32,14.1,270.6
16,8,2,2024,16.1,77,53,16.7,203.8
17,8,2,2024,15.5,81,70,17.3,60.7
18,8,2,2024,14.3,78,55,15.2,6.9
19,8,2,2024,13.3,80,75,15.0,0.0
20,8,2,2024,13.2,80,41,20.0,0.0
21,8,2,2024,12.4,83,34,19.5,0.0
22,8,2,2024,12.2,84,25,19.7,0.0
23,8,2,2024,12.2,82,1,22.3,0.0
0,9,2,2024,12.0,82,1,22.4,0.0
1,9,2,2024,11.6,83,1,20.1,0.0
2,9,2,2024,11.3,83,0,17.6,0.0
3,9,2,2024,10.7,86,0,13.7,0.0
4,9,2,2024,10.8,88,0,13.5,0.0
5,9,2,2024,10.6,89,3,14.4,0.0
6,9,2,2024,10.4,90,1,12.8,0.0
7,9,2,2024,10.4,89,0,13.6,0.0
8,9,2,2024,10.5,88,0,15.9,0.0
9,9,2,2024,10.9,88,0,18.3,30.6
10,9,2,2024,11.8,87,0,19.0,150.4
11,9,2,2024,12.5,81,0,19.5,287.4
12,9,2,2024,13.1,76,2,21.3,389.8
13,9,2,2024,13.9,74,2,22.6,444.7
14,9,2,2024,14.4,72,0,22.0,441.9
15,9,2,2024,14.6,72,0,20.5,386.0
16,9,2,2024,15.2,75,0,18.7,282.9
17,9,2,2024,14.6,78,25,16.9,152.0
18,9,2,2024,14.1,75,19,17.9,28.1
19,9,2,2024,13.1,74,17,15.8,0.0
20,9,2,2024,13.5,68,0,18.1,0.0
21,9,2,2024,12.6,73,1,17.5,0.0
22,9,2,2024,12.1,77,0,19.7,0.0
23,9,2,2024,12.1,78,11,20.6,0.0
0,10,2,2024,11.8,81,21,19.8,0.0
1,10,2,2024,11.5,85,2,19.4,0.0
2,10,2,2024,11.2,87,4,19.8,0.0
3,10,2,2024,11.2,87,23,21.7,0.0
4,10,2,2024,11.5,82,30,25.7,0.0
5,10,2,2024,11.4,81,28,25.9,0.0
6,10,2,2024,11.3,80,30,26.4,0.0
7,10,2,2024,11.2,79,18,25.4,0.0
8,10,2,2024,11.1,76,2,24.3,0.0
9,10,2,2024,11.6,74,20,24.3,30.6
10,10,2,2024,12.5,74,30,24.6,135.1
11,10,2,2024,13.4,68,30,25.9,195.2
12,10,2,2024,14.1,66,28,27.3,294.4
13,10,2,2024,14.9,66,31,25.8,363.3
14,10,2,2024,15.5,66,28,25.2,402.5
15,10,2,2024,15.8,70,29,23.0,344.9
16,10,2,2024,15.8,72,32,25.2,105.2
17,10,2,2024,15.9,65,23,30.6,84.4
18,10,2,2024,14.8,67,17,26.3,26.8
19,10,2,2024,14.2,67,25,26.6,0.0
20,10,2,2024,14.7,66,66,30.3,0.0
21,10,2,2024,14.6,68,42,30.8,0.0
22,10,2,2024,14.5,73,52,30.2,0.0
23,10,2,2024,14.2,75,80,28.0,0.0
0,11,2,2024,13.8,75,68,27.5,0.0
1,11,2,2024,13.4,75,80,24.1,0.0
2,11,2,2024,13.0,75,84,21.4,0.0
3,11,2,2024,13.0,75,86,22.5,0.0
4,11,2,2024,13.3,80,55,27.9,0.0
5,11,2,2024,13.4,76,56,29.6,0.0
6,11,2,2024,13.4,72,29,33.2,0.0
7,11,2,2024,13.4,69,31,33.1,0.0
8,11,2,2024,13.2,68,42,31.1,0.0
9,11,2,2024,13.4,67,85,30.6,4.4
10,11,2,2024,14.0,64,85,33.5,2.7
11,11,2,2024,14.6,63,66,34.2,23.2
12,11,2,2024,15.2,64,58,30.2,124.4
13,11,2,2024,16.2,60,52,29.9,283.0
14,11,2,2024,16.5,60,34,30.8,193.9
15,11,2,2024,17.0,58,43,30.0,302.9
16,11,2,2024,15.5,56,76,29.8,5.3
17,11,2,2024,15.7,58,86,24.7,52.1
18,11,2,2024,15.0,61,62,22.5,7.5
19,11,2,2024,13.9,66,87,15.8,0.0
20,11,2,2024,13.6,69,90,13.3,0.0
21,11,2,2024,13.8,68,82,15.5,0.0
22,11,2,2024,14.8,56,84,22.0,0.0
23,11,2,2024,14.6,57,85,21.8,0.0
0,12,2,2024,14.3,59,56,21.1,0.0
1,12,2,2024,13.6,64,85,18.2,0.0
2,12,2,2024,13.7,64,89,22.4,0.0
3,12,2,2024,13.6,67,90,22.9,0.0
4,12,2,2024,13.3,77,90,23.5,0.0
5,12,2,2024,12.6,82,91,17.0,0.0
6,12,2,2024,12.3,88,100,8.6,0.0
7,12,2,2024,11.9,86,100,11.5,0.0
8,12,2,2024,12.1,81,98,13.1,0.0
9,12,2,2024,12.9,76,85,20.2,10.8
10,12,2,2024,13.5,78,69,14.1,17.2
11,12,2,2024,15.0,73,40,16.0,120.5
12,12,2,2024,15.4,68,60,18.9,150.2
13,12,2,2024,15.3,70,80,13.2,39.1
14,12,2,2024,15.7,68,88,17.3,52.2
15,12,2,2024,16.1,69,88,10.6,16.9
16,12,2,2024,14.1,76,86,14.8,13.2
17,12,2,2024,13.0,83,76,16.6,0.8
18,12,2,2024,12.5,83,87,15.6,2.0
19,12,2,2024,12.2,85,90,14.0,0.0
20,12,2,2024,11.5,86,93,5.8,0.0
21,12,2,2024,11.1,88,100,7.6,0.0
22,12,2,2024,11.0,93,89,4.0,0.0
23,12,2,2024,10.6,92,93,2.4,0.0
0,13,2,2024,10.5,94,93,6.2,0.0
1,13,2,2024,10.6,94,97,7.6,0.0
2,13,2,2024,11.0,93,100,7.4,0.0
3,13,2,2024,11.0,95,90,6.7,0.0
4,13,2,2024,9.3,94,100,6.2,0.0
5,13,2,2024,9.5,93,100,4.4,0.0
6,13,2,2024,9.6,94,56,2.6,0.0
7,13,2,2024,8.9,97,83,3.7,0.0
8,13,2,2024,9.0,94,21,10.0,0.0
9,13,2,2024,10.0,86,100,15.7,26.0
10,13,2,2024,10.7,87,18,11.6,22.5
11,13,2,2024,11.9,79,10,15.8,227.9
12,13,2,2024,12.4,75,20,19.4,378.1
13,13,2,2024,12.7,73,4,16.8,411.4
14,13,2,2024,13.1,72,5,12.3,444.0
15,13,2,2024,12.9,75,21,10.5,386.7
16,13,2,2024,13.7,69,6,13.2,292.2
17,13,2,2024,13.3,73,9,10.8,154.1
18,13,2,2024,11.7,85,8,5.5,31.3
19,13,2,2024,9.0,91,7,6.2,0.0
20,13,2,2024,8.6,90,3,7.9,0.0
21,13,2,2024,7.5,92,2,6.4,0.0
22,13,2,2024,7.1,92,21,6.6,0.0
23,13,2,2024,7.1,91,1,7.9,0.0
0,14,2,2024,6.8,91,11,7.1,0.0
1,14,2,2024,6.4,92,12,5.9,0.0
2,14,2,2024,5.6,93,13,6.5,0.0
3,14,2,2024,5.1,95,29,5.1,0.0
4,14,2,2024,6.1,91,57,5.5,0.0
5,14,2,2024,6.4,91,46,10.5,0.0
6,14,2,2024,7.2,93,72,15.0,0.0
7,14,2,2024,7.6,92,64,14.8,0.0
8,14,2,2024,7.6,93,37,15.0,0.0
9,14,2,2024,8.0,93,43,16.5,8.6
10,14,2,2024,9.3,88,54,19.2,47.4
11,14,2,2024,10.2,81,70,22.9,73.9
12,14,2,2024,10.7,77,88,25.4,95.0
13,14,2,2024,10.7,78,100,27.3,67.9
14,14,2,2024,10.4,79,100,28.2,55.1
15,14,2,2024,9.8,82,100,29.2,49.8
16,14,2,2024,9.4,80,100,27.5,49.3
17,14,2,2024,8.6,85,100,28.7,7.8
18,14,2,2024,8.7,80,100,27.3,0.0
19,14,2,2024,8.3,85,100,24.5,0.0
20,14,2,2024,8.1,86,100,24.3,0.0
21,14,2,2024,8.0,86,100,25.0,0.0
22,14,2,2024,7.9,87,100,25.6,0.0
23,14,2,2024,7.8,87,100,27.2,0.0
0,15,2,2024,7.7,87,100,28.0,0.0
1,15,2,2024,7.7,87,100,28.2,0.0
2,15,2,2024,7.6,87,100,27.5,0.0
3,15,2,2024,7.4,88,100,27.4,0.0
4,15,2,2024,7.6,87,100,28.8,0.0
5,15,2,2024,7.1,91,100,29.2,0.0
6,15,2,2024,6.9,90,100,28.1,0.0
7,15,2,2024,6.8,90,100,28.5,0.0
8,15,2,2024,6.7,91,100,27.4,0.0
9,15,2,2024,6.7,91,100,26.3,0.0
10,15,2,2024,6.9,91,100,26.7,0.0
11,15,2,2024,7.2,91,100,25.8,0.0
12,15,2,2024,7.3,92,100,24.5,1.1
13,15,2,2024,7.0,92,100,27.0,0.0
14,15,2,2024,7.0,91,100,28.5,0.0
15,15,2,2024,6.9,90,100,29.2,0.0
16,15,2,2024,6.7,89,100,24.5,0.9
17,15,2,2024,6.3,90,100,23.5,0.0
18,15,2,2024,6.1,89,100,25.0,0.0
19,15,2,2024,6.4,87,100,23.2,0.0
20,15,2,2024,6.8,89,100,23.4,0.0
21,15,2,2024,7.0,90,100,22.4,0.0
22,15,2,2024,6.7,90,100,21.0,0.0
23,15,2,2024,7.1,90,100,17.3,0.0
0,16,2,2024,7.3,92,100,17.3,0.0
1,16,2,2024,7.3,93,100,18.0,0.0
2,16,2,2024,7.2,93,100,16.6,0.0
3,16,2,2024,7.4,93,100,15.7,0.0
4,16,2,2024,7.7,94,100,13.6,0.0
5,16,2,2024,7.4,93,100,21.4,0.0
6,16,2,2024,7.2,94,100,19.6,0.0
7,16,2,2024,7.3,92,100,18.2,0.0
8,16,2,2024,7.3,93,100,13.0,0.0
9,16,2,2024,7.5,92,100,10.5,0.0
10,16,2,2024,7.6,88,100,13.0,0.0
11,16,2,2024,8.2,84,100,17.8,15.0
12,16,2,2024,8.3,86,100,18.8,1.1
13,16,2,2024,8.6,85,100,21.6,2.1
14,16,2,2024,8.2,88,100,20.2,0.0
15,16,2,2024,8.1,87,100,20.9,0.9
16,16,2,2024,7.3,86,100,21.3,0.9
17,16,2,2024,6.9,89,100,20.9,0.0
18,16,2,2024,6.7,89,100,19.9,0.0
19,16,2,2024,6.5,89,100,20.3,0.0
20,16,2,2024,6.4,88,100,22.5,0.0
21,16,2,2024,6.3,86,100,21.1,0.0
22,16,2,2024,6.4,86,100,20.3,0.0
23,16,2,2024,6.5,87,100,18.6,0.0
0,17,2,2024,6.6,87,100,17.8,0.0
1,17,2,2024,6.6,87,100,17.0,0.0
2,17,2,2024,6.6,87,100,18.0,0.0
3,17,2,2024,6.4,86,100,18.6,0.0
4,17,2,2024,5.9,80,21,18.9,0.0
5,17,2,2024,5.8,82,56,18.6,0.0
6,17,2,2024,6.1,84,68,19.7,0.0
7,17,2,2024,6.1,87,100,19.0,0.0
8,17,2,2024,6.4,88,92,18.0,0.0
9,17,2,2024,6.8,85,90,19.1,2.0
10,17,2,2024,7.1,83,92,20.4,2.6
11,17,2,2024,7.6,78,98,21.7,9.2
12,17,2,2024,7.9,76,100,20.6,16.2
13,17,2,2024,8.1,75,100,20.2,10.3
14,17,2,2024,8.2,75,100,21.5,5.9
15,17,2,2024,8.1,77,100,22.8,7.5
16,17,2,2024,8.3,79,100,21.0,22.1
17,17,2,2024,7.5,81,100,21.6,5.5
18,17,2,2024,7.0,82,100,20.3,0.0
19,17,2,2024,6.6,84,100,18.3,0.0
20,17,2,2024,6.5,83,100,18.2,0.0
21,17,2,2024,6.4,83,90,17.5,0.0
22,17,2,2024,6.2,83,90,16.9,0.0
23,17,2,2024,6.2,82,90,16.3,0.0
0,18,2,2024,6.0,83,90,15.7,0.0
1,18,2,2024,5.8,83,84,15.5,0.0
2,18,2,2024,5.7,83,66,15.8,0.0
3,18,2,2024,5.4,84,53,15.7,0.0
4,18,2,2024,6.4,86,90,10.0,0.0
5,18,2,2024,6.2,86,90,10.7,0.0
6,18,2,2024,6.1,85,88,12.4,0.0
7,18,2,2024,5.7,85,90,11.8,0.0
8,18,2,2024,5.3,87,90,8.9,0.0
9,18,2,2024,6.0,81,90,10.2,7.9
10,18,2,2024,6.4,78,91,11.0,14.2
11,18,2,2024,6.9,77,91,10.4,43.7
12,18,2,2024,7.5,75,92,10.5,92.6
13,18,2,2024,7.7,75,91,10.5,53.4
14,18,2,2024,7.8,74,92,11.6,34.5
15,18,2,2024,7.8,74,91,12.4,55.5
16,18,2,2024,7.6,73,90,10.2,26.5
17,18,2,2024,7.6,72,90,10.5,16.7
18,18,2,2024,7.2,72,81,11.6,7.9
19,18,2,2024,5.9,78,2,11.5,0.0
20,18,2,2024,5.2,82,14,11.0,0.0
21,18,2,2024,4.5,87,23,9.7,0.0
22,18,2,2024,4.4,88,86,9.0,0.0
23,18,2,2024,4.6,88,84,9.9,0.0
0,19,2,2024,4.5,90,45,10.4,0.0
1,19,2,2024,4.4,91,33,9.5,0.0
2,19,2,2024,4.1,92,22,8.2,0.0
3,19,2,2024,3.9,92,68,7.3,0.0
4,19,2,2024,6.5,83,90,9.9,0.0
5,19,2,2024,6.5,82,90,9.9,0.0
6,19,2,2024,6.1,84,90,9.5,0.0
7,19,2,2024,5.8,86,93,8.1,0.0
8,19,2,2024,5.8,87,18,8.2,0.0
9,19,2,2024,6.2,85,45,9.4,29.0
10,19,2,2024,7.5,76,100,10.5,109.7
11,19,2,2024,8.2,70,100,12.0,52.8
12,19,2,2024,8.5,70,100,11.5,42.0
13,19,2,2024,8.8,70,100,13.1,24.7
14,19,2,2024,8.9,71,94,15.7,46.3
15,19,2,2024,8.9,72,94,17.7,33.9
16,19,2,2024,8.8,71,78,17.4,19.5
17,19,2,2024,8.1,77,100,17.1,13.5
18,19,2,2024,7.7,81,100,18.0,0.6
19,19,2,2024,7.4,85,100,16.0,0.0
20,19,2,2024,7.3,84,49,16.1,0.0
21,19,2,2024,6.4,85,36,16.0,0.0
22,19,2,2024,5.7,86,35,16.5,0.0
23,19,2,2024,5.5,85,44,17.3,0.0
0,20,2,2024,4.9,86,4,16.1,0.0
1,20,2,2024,4.3,87,0,14.8,0.0
2,20,2,2024,4.1,87,0,13.5,0.0
3,20,2,2024,3.8,88,0,10.9,0.0
4,20,2,2024,3.7,88,4,6.4,0.0
5,20,2,2024,3.4,89,0,7.2,0.0
6,20,2,2024,3.0,89,0,7.4,0.0
7,20,2,2024,2.6,90,1,6.8,0.0
8,20,2,2024,2.4,90,0,7.2,0.0
9,20,2,2024,4.2,87,0,9.4,53.0
10,20,2,2024,6.4,82,0,7.1,186.4
11,20,2,2024,8.1,67,44,14.0,327.7
12,20,2,2024,9.2,59,49,15.8,264.6
13,20,2,2024,9.9,56,42,16.6,357.4
14,20,2,2024,10.0,56,41,16.3,302.4
15,20,2,2024,9.9,56,32,17.1,307.8
16,20,2,2024,9.7,56,0,15.9,298.8
17,20,2,2024,9.3,55,0,14.1,186.8
18,20,2,2024,8.0,64,0,13.3,54.8
19,20,2,2024,6.2,74,0,11.3,0.0
20,20,2,2024,5.4,82,0,12.8,0.0
21,20,2,2024,4.9,85,0,13.2,0.0
22,20,2,2024,4.5,86,0,12.2,0.0
23,20,2,2024,4.0,88,0,9.6,0.0
0,21,2,2024,3.7,88,5,9.1,0.0
1,21,2,2024,3.3,89,8,7.7,0.0
2,21,2,2024,2.8,90,15,6.7,0.0
3,21,2,2024,2.3,91,5,6.4,0.0
4,21,2,2024,2.1,90,1,7.2,0.0
5,21,2,2024,1.8,90,16,7.8,0.0
6,21,2,2024,1.5,89,18,7.2,0.0
7,21,2,2024,1.2,89,12,6.2,0.0
8,21,2,2024,1.2,89,30,5.6,0.0
9,21,2,2024,4.2,84,31,2.9,33.4
10,21,2,2024,6.7,80,32,3.1,146.1
11,21,2,2024,8.0,74,37,2.6,312.4
12,21,2,2024,8.8,64,89,2.9,260.1
13,21,2,2024,9.1,64,91,6.3,93.4
14,21,2,2024,9.4,66,88,8.4,130.0
15,21,2,2024,9.0,71,28,13.0,83.8
16,21,2,2024,10.2,57,50,12.7,250.2
17,21,2,2024,9.6,62,8,13.2,121.6
18,21,2,2024,8.5,69,0,12.0,53.1
19,21,2,2024,5.5,81,0,9.0,0.0
20,21,2,2024,7.3,69,0,2.8,0.0
21,21,2,2024,7.0,70,0,0.5,0.0
22,21,2,2024,7.0,70,0,1.8,0.0
23,21,2,2024,7.1,68,0,3.3,0.0
0,22,2,2024,6.8,68,26,3.9,0.0
1,22,2,2024,6.5,68,28,4.0,0.0
2,22,2,2024,6.5,67,29,2.9,0.0
3,22,2,2024,6.7,71,67,5.1,0.0
4,22,2,2024,2.2,89,65,10.5,0.0
5,22,2,2024,3.5,92,61,9.2,0.0
6,22,2,2024,3.2,91,60,10.1,0.0
7,22,2,2024,4.6,87,1,7.7,0.0
8,22,2,2024,4.0,88,0,7.8,0.0
9,22,2,2024,6.3,88,0,4.4,58.3
10,22,2,2024,8.3,79,0,6.6,196.6
11,22,2,2024,9.3,69,0,8.4,341.7
12,22,2,2024,9.8,66,0,9.2,449.0
13,22,2,2024,10.1,64,0,10.3,505.0
14,22,2,2024,10.4,61,0,9.1,504.3
15,22,2,2024,10.6,58,0,7.9,446.6
16,22,2,2024,11.3,59,0,8.4,341.1
17,22,2,2024,11.1,61,0,6.1,201.4
18,22,2,2024,9.7,77,0,3.7,62.1
19,22,2,2024,7.4,78,0,6.7,0.0
20,22,2,2024,5.8,83,0,7.5,0.0
21,22,2,2024,5.6,85,0,7.7,0.0
22,22,2,2024,5.0,83,0,9.5,0.0
23,22,2,2024,5.4,80,0,8.2,0.0
0,23,2,2024,5.4,82,1,8.2,0.0
1,23,2,2024,5.6,82,0,8.4,0.0
2,23,2,2024,6.0,81,1,8.7,0.0
3,23,2,2024,5.2,85,6,8.0,0.0
4,23,2,2024,7.5,76,10,11.4,0.0
5,23,2,2024,7.4,77,2,11.6,0.0
6,23,2,2024,7.1,81,1,11.9,0.0
7,23,2,2024,7.0,80,18,12.2,0.0
8,23,2,2024,7.0,78,21,12.5,0.0
9,23,2,2024,8.4,77,9,12.9,55.5
10,23,2,2024,10.2,74,67,12.2,188.3
11,23,2,2024,11.0,68,100,13.6,144.9
12,23,2,2024,11.3,67,92,13.4,27.9
13,23,2,2024,12.4,64,54,14.0,229.8
14,23,2,2024,13.3,63,31,14.8,311.3
15,23,2,2024,14.0,64,35,15.1,328.0
16,23,2,2024,14.9,68,21,17.6,329.8
17,23,2,2024,14.1,74,20,14.8,146.4
18,23,2,2024,13.1,75,26,13.7,43.5
19,23,2,2024,12.0,77,13,12.1,0.0
20,23,2,2024,11.1,81,8,10.0,0.0
21,23,2,2024,10.8,84,0,10.7,0.0
22,23,2,2024,11.1,82,2,14.0,0.0
23,23,2,2024,11.4,80,4,16.8,0.0
0,24,2,2024,11.3,81,1,18.8,0.0
1,24,2,2024,11.0,83,0,17.3,0.0
2,24,2,2024,10.7,84,0,17.0,0.0
3,24,2,2024,10.5,84,0,16.8,0.0
4,24,2,2024,10.8,78,0,19.6,0.0
5,24,2,2024,10.6,77,1,15.9,0.0
6,24,2,2024,10.1,78,7,13.4,0.0
7,24,2,2024,10.0,78,3,13.0,0.0
8,24,2,2024,9.9,79,1,12.6,0.0
9,24,2,2024,11.2,77,0,14.4,61.5
10,24,2,2024,12.7,75,0,14.8,199.1
11,24,2,2024,13.7,70,0,17.2,341.9
12,24,2,2024,14.5,68,0,20.6,447.4
13,24,2,2024,15.0,68,0,22.1,500.6
14,24,2,2024,15.5,70,0,20.4,497.5
15,24,2,2024,15.9,72,0,18.2,440.3
16,24,2,2024,16.6,70,0,11.8,337.2
17,24,2,2024,16.1,74,0,8.1,200.7
18,24,2,2024,14.5,82,2,4.0,64.2
19,24,2,2024,11.7,81,1,5.6,0.0
20,24,2,2024,10.7,81,0,6.7,0.0
21,24,2,2024,10.9,77,0,8.2,0.0
22,24,2,2024,10.9,77,0,8.4,0.0
23,24,2,2024,10.6,79,0,8.0,0.0
0,25,2,2024,9.1,86,15,10.2,0.0
1,25,2,2024,9.0,85,24,9.4,0.0
2,25,2,2024,10.0,82,13,8.2,0.0
3,25,2,2024,10.0,83,18,7.9,0.0
4,25,2,2024,9.6,84,14,8.8,0.0
5,25,2,2024,8.8,86,30,7.6,0.0
6,25,2,2024,7.9,88,29,9.2,0.0
7,25,2,2024,7.0,90,30,10.7,0.0
8,25,2,2024,6.9,90,30,9.6,0.0
9,25,2,2024,9.8,84,30,10.2,43.2
10,25,2,2024,12.2,81,30,10.9,147.9
11,25,2,2024,14.0,75,30,9.6,198.0
