hour,day,month,year,Consumption_kWh,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
8,26,7,2023,6.573529023172127,26.1,61,0,9.3,187.8
9,26,7,2023,6.214659687864711,28.6,47,0,10.2,362.2
10,26,7,2023,6.480565325307453,31.0,36,0,9.7,528.0
11,26,7,2023,6.202620649644024,32.9,30,0,10.8,664.3
12,26,7,2023,6.700928010511993,33.9,27,0,12.0,757.4
13,26,7,2023,6.624576239902297,34.7,24,0,11.6,800.8
14,26,7,2023,6.123499992171728,35.7,22,0,11.3,791.8
15,26,7,2023,6.428633767030085,36.4,26,0,16.3,728.8
16,26,7,2023,6.347085016687784,37.3,25,0,15.5,616.4
17,26,7,2023,6.527898918674584,38.1,23,0,12.5,473.3
18,26,7,2023,5.444510164146472,37.8,23,0,9.4,308.2
19,26,7,2023,5.857253894291106,36.5,26,0,11.4,145.0
20,26,7,2023,5.950347151003894,34.5,29,0,6.0,23.9
21,26,7,2023,5.246056157685718,34.1,27,1,12.1,0.0
22,26,7,2023,5.389926401125054,32.0,33,0,8.4,0.0
23,26,7,2023,5.175932984851471,29.6,43,5,6.9,0.0
0,27,7,2023,6.087086975423507,28.4,49,11,6.4,0.0
1,27,7,2023,6.333824247983636,27.4,56,15,7.7,0.0
2,27,7,2023,6.530027947058652,26.7,59,23,8.1,0.0
3,27,7,2023,6.172962379139589,28.2,56,86,5.5,0.0
4,27,7,2023,6.561592570427469,27.9,49,36,26.6,0.0
5,27,7,2023,5.809413319480923,27.4,56,40,27.0,0.0
6,27,7,2023,5.728593074195857,26.5,60,31,25.1,0.0
7,27,7,2023,6.140551759310491,25.7,64,73,21.0,12.1
8,27,7,2023,6.250455046269472,25.8,66,55,22.7,10.7
9,27,7,2023,6.146264997011122,26.2,66,31,26.7,13.1
10,27,7,2023,5.6375781590246765,26.6,63,33,31.2,111.9
11,27,7,2023,6.132158674156448,27.3,60,25,35.0,468.7
12,27,7,2023,5.828321308908432,26.3,64,67,34.9,477.2
13,27,7,2023,6.321856821242156,26.5,59,60,32.1,385.2
14,27,7,2023,6.246088245558858,27.3,53,47,30.3,528.2
15,27,7,2023,5.919468737452807,27.7,48,62,21.5,319.7
16,27,7,2023,6.025971954700473,26.0,53,100,30.4,327.2
17,27,7,2023,5.889635303562407,24.4,58,30,30.8,163.0
18,27,7,2023,5.638768909716353,24.3,56,20,23.6,190.2
19,27,7,2023,5.893224264159955,22.8,59,38,20.1,100.7
20,27,7,2023,5.40800717245076,22.5,57,2,13.9,12.7
21,27,7,2023,5.780450312914107,21.8,64,7,9.7,0.0
22,27,7,2023,5.521874279441535,21.6,68,6,10.0,0.0
23,27,7,2023,5.45622047596906,21.6,68,1,7.4,0.0
0,28,7,2023,6.096628963986323,20.6,70,0,5.5,0.0
1,28,7,2023,5.864575973370117,19.9,75,4,6.1,0.0
2,28,7,2023,5.984974227638165,19.6,79,6,5.8,0.0
3,28,7,2023,5.82391708082775,18.9,76,4,5.2,0.0
4,28,7,2023,6.614567837204059,18.5,78,22,5.4,0.0
5,28,7,2023,6.132202441967894,18.3,76,19,8.8,0.0
6,28,7,2023,5.948455176976815,17.8,74,14,9.3,0.0
7,28,7,2023,6.176881531658517,18.8,71,8,10.8,43.1
8,28,7,2023,6.095304541552254,21.0,67,6,10.1,163.3
9,28,7,2023,6.068144154091656,22.9,59,29,12.2,326.0
10,28,7,2023,6.276928228985819,24.3,52,12,11.1,430.0
11,28,7,2023,6.312763481486789,25.6,44,17,10.4,616.2
12,28,7,2023,5.99076126707233,26.7,38,23,9.9,670.0
13,28,7,2023,5.979431993813792,27.3,36,4,10.4,677.2
14,28,7,2023,6.054623629687051,27.6,33,1,11.0,723.6
15,28,7,2023,5.547906262791065,26.4,47,1,5.4,697.9
16,28,7,2023,5.744588788425324,27.5,38,1,6.9,266.7
17,28,7,2023,6.4651051208360935,26.8,43,0,20.9,390.9
18,28,7,2023,6.034628482350283,26.0,41,0,20.4,295.9
19,28,7,2023,5.561127544085867,25.0,41,0,20.4,139.7
20,28,7,2023,5.767525794738903,23.4,50,0,20.1,21.1
21,28,7,2023,5.701199092610846,22.3,55,0,19.0,0.0
22,28,7,2023,6.393106756088772,21.5,60,0,16.3,0.0
23,28,7,2023,5.903280281833606,20.9,62,0,13.9,0.0
0,29,7,2023,6.06061443006712,20.4,64,0,11.9,0.0
1,29,7,2023,5.853708717787205,19.9,65,0,10.9,0.0
2,29,7,2023,5.690982247872919,19.4,67,0,10.0,0.0
3,29,7,2023,6.143459736904117,18.2,73,0,10.0,0.0
4,29,7,2023,5.903506141616235,17.7,75,0,11.6,0.0
5,29,7,2023,5.737030400537893,18.1,78,0,11.8,0.0
6,29,7,2023,5.93095060687668,18.4,82,0,10.7,0.0
7,29,7,2023,5.822206827033713,19.7,79,1,11.5,45.9
8,29,7,2023,6.5143792367054525,21.7,72,1,10.8,174.5
9,29,7,2023,6.313003767174674,23.7,61,3,15.0,346.6
10,29,7,2023,6.090600667608157,25.4,52,7,16.3,495.2
11,29,7,2023,6.462579862659818,26.8,45,4,17.9,622.8
12,29,7,2023,6.111935904849216,27.9,39,0,20.1,726.4
13,29,7,2023,5.877272777605246,28.5,36,0,21.7,791.8
14,29,7,2023,6.473374847254726,28.6,33,0,23.1,783.8
15,29,7,2023,6.227321338858476,28.9,37,0,25.4,722.8
16,29,7,2023,5.833282289355697,27.9,37,0,24.4,607.5
17,29,7,2023,6.045009158416409,27.3,38,0,24.3,462.8
18,29,7,2023,5.373689264591122,25.9,46,0,24.1,296.4
19,29,7,2023,5.246893895196227,24.6,53,0,23.5,135.6
20,29,7,2023,5.824138214820222,23.5,60,0,22.1,19.3
21,29,7,2023,6.069947988054844,22.7,63,0,18.4,0.0
22,29,7,2023,5.242951934482527,22.2,65,0,16.3,0.0
23,29,7,2023,5.733336137109954,21.7,66,0,14.5,0.0
0,30,7,2023,5.899408975704279,21.3,69,0,13.7,0.0
1,30,7,2023,5.940288272043563,20.7,73,0,13.0,0.0
2,30,7,2023,5.913971136925019,20.2,76,0,11.7,0.0
3,30,7,2023,5.846071925564782,20.5,80,4,10.9,0.0
4,30,7,2023,6.074200024970943,20.2,84,10,8.8,0.0
5,30,7,2023,5.854332088881977,20.2,85,14,9.1,0.0
6,30,7,2023,6.129683824429696,20.0,86,22,8.2,0.0
7,30,7,2023,6.049510090622452,20.9,81,1,9.2,38.2
8,30,7,2023,6.002332606268134,22.8,71,2,11.4,166.8
9,30,7,2023,5.835178702474337,24.6,60,7,15.3,335.0
10,30,7,2023,5.917876785342653,26.1,53,1,17.1,496.5
11,30,7,2023,6.250917424441176,27.4,47,1,19.4,646.6
12,30,7,2023,6.187298914890832,28.1,45,0,22.3,741.1
13,30,7,2023,5.8176808067850985,28.4,41,0,24.4,787.7
14,30,7,2023,6.086902694342043,28.3,41,0,24.7,778.8
15,30,7,2023,6.249916398827684,28.8,42,0,23.4,717.9
16,30,7,2023,5.644718297704394,27.9,44,0,25.1,608.3
17,30,7,2023,6.19790966607972,27.1,45,0,23.7,463.4
18,30,7,2023,5.396413678248274,26.0,51,0,23.0,298.5
19,30,7,2023,5.704719285133026,24.8,57,0,23.4,137.3
20,30,7,2023,5.371254828849107,23.3,64,0,22.7,19.1
21,30,7,2023,5.110849092818607,22.5,68,0,18.9,0.0
22,30,7,2023,5.155184008513945,22.0,69,0,17.3,0.0
23,30,7,2023,5.574090854650082,21.6,72,6,16.6,0.0
0,31,7,2023,6.096753582152418,21.3,75,15,16.1,0.0
1,31,7,2023,5.8057438004459465,21.0,77,5,14.8,0.0
2,31,7,2023,6.191471071416392,20.7,80,4,12.8,0.0
3,31,7,2023,5.6164429411548085,20.0,85,0,11.7,0.0
4,31,7,2023,6.015303007060219,19.7,87,1,10.7,0.0
5,31,7,2023,5.729068906781434,19.6,89,1,9.9,0.0
6,31,7,2023,5.868863929771509,19.5,89,4,7.9,0.0
7,31,7,2023,6.043672624551152,21.0,81,35,9.7,38.9
8,31,7,2023,5.81671961540106,23.5,68,18,14.1,151.1
9,31,7,2023,5.935684070664592,25.3,59,9,16.8,297.1
10,31,7,2023,6.283396159025658,26.7,55,2,18.1,486.7
11,31,7,2023,5.887599989341261,27.8,51,8,21.3,635.0
12,31,7,2023,6.240745984738334,28.1,49,32,25.4,678.6
13,31,7,2023,5.749396243057643,28.1,48,49,26.3,689.4
14,31,7,2023,6.1642740012008685,28.1,49,11,28.2,640.6
15,31,7,2023,6.392215111886523,28.4,43,0,21.7,630.4
16,31,7,2023,5.413911831690226,27.8,45,2,22.0,599.7
17,31,7,2023,5.832599142854429,27.3,47,3,23.4,443.6
18,31,7,2023,5.676090988517183,26.4,51,2,23.2,286.5
19,31,7,2023,5.4810616102113,25.4,57,2,22.7,131.8
20,31,7,2023,5.624609425064875,24.2,63,0,20.5,16.9
21,31,7,2023,5.380826660043093,23.5,67,4,16.1,0.0
22,31,7,2023,5.553470403590273,23.1,69,4,14.2,0.0
23,31,7,2023,5.492903647874028,22.7,70,26,11.3,0.0
0,1,8,2023,6.293808310037888,22.4,72,34,11.3,0.0
1,1,8,2023,6.065468005448239,22.3,74,34,10.5,0.0
2,1,8,2023,6.086263460141737,21.9,76,27,9.4,0.0
3,1,8,2023,5.89889355309232,22.4,79,17,13.8,0.0
4,1,8,2023,5.879961238604813,22.2,81,8,16.2,0.0
5,1,8,2023,5.893723247668032,22.3,83,12,16.6,0.0
6,1,8,2023,6.10047583021751,22.3,83,13,16.9,0.0
7,1,8,2023,5.896616674417871,22.9,80,8,18.2,28.7
8,1,8,2023,6.07430650884704,24.2,72,32,17.9,140.7
9,1,8,2023,6.520712994284296,25.6,64,41,18.7,267.6
10,1,8,2023,6.21964397048086,26.9,57,63,19.3,314.1
11,1,8,2023,5.920356911580976,27.7,54,64,19.6,419.8
12,1,8,2023,6.3021662751639225,27.8,55,62,20.0,378.4
13,1,8,2023,5.899843951367549,28.2,53,62,20.5,388.3
14,1,8,2023,5.492331660828473,28.5,53,57,19.5,514.2
15,1,8,2023,5.749841216893586,29.5,45,63,18.1,492.2
16,1,8,2023,5.534164814366473,28.2,51,12,22.3,234.8
17,1,8,2023,5.913984423612609,27.4,53,4,21.7,286.9
18,1,8,2023,5.506467389420324,27.0,55,4,19.9,278.7
19,1,8,2023,5.920972122691757,26.1,58,2,18.8,122.7
20,1,8,2023,5.583594638063977,24.4,70,1,17.1,15.2
21,1,8,2023,5.447087662420721,23.4,78,1,14.0,0.0
22,1,8,2023,5.709214189918809,22.9,81,1,13.1,0.0
23,1,8,2023,4.949078967370965,22.5,83,1,11.5,0.0
0,2,8,2023,6.031101636908521,22.0,85,0,10.5,0.0
1,2,8,2023,6.164914295853121,21.6,88,0,10.7,0.0
2,2,8,2023,5.60255143593642,21.2,89,0,10.4,0.0
3,2,8,2023,6.258136508183112,20.9,91,0,6.1,0.0
4,2,8,2023,6.056822099254983,20.6,92,0,7.7,0.0
5,2,8,2023,5.868376018906179,20.5,92,0,7.4,0.0
6,2,8,2023,6.130393463907951,20.3,92,0,6.0,0.0
7,2,8,2023,6.539871211832478,21.3,87,0,6.2,37.6
8,2,8,2023,6.017664561146003,22.9,79,0,4.1,158.7
9,2,8,2023,6.034253143956463,24.4,73,0,4.4,327.6
10,2,8,2023,5.857357772496319,25.7,67,0,5.9,490.5
11,2,8,2023,5.759736905015182,26.9,62,16,8.8,628.8
12,2,8,2023,6.179781951517441,28.0,58,23,11.4,719.4
13,2,8,2023,5.758177040904163,29.0,53,17,13.6,759.4
14,2,8,2023,5.990089556686228,29.5,51,4,15.3,755.0
15,2,8,2023,5.8527836356901,29.4,43,29,16.4,689.7
16,2,8,2023,6.091942953817978,29.6,44,19,15.9,573.4
17,2,8,2023,6.055613523703117,29.9,43,2,12.1,442.1
18,2,8,2023,5.731582983445855,29.8,43,11,8.4,277.5
19,2,8,2023,5.3446938976676925,29.4,44,1,6.5,110.1
20,2,8,2023,5.404729263558037,27.8,52,31,5.1,13.9
21,2,8,2023,5.227507068435803,25.7,68,30,3.5,0.0
22,2,8,2023,5.361124682362352,25.0,73,1,4.2,0.0
23,2,8,2023,5.566523120642593,25.4,71,0,3.5,0.0
0,3,8,2023,6.13208449744948,25.3,71,4,1.6,0.0
1,3,8,2023,5.712296012243735,24.3,76,29,5.4,0.0
2,3,8,2023,6.160238823314557,23.3,81,0,6.7,0.0
3,3,8,2023,6.28174680798938,24.0,74,0,4.6,0.0
4,3,8,2023,6.046196069094068,24.1,72,0,0.0,0.0
5,3,8,2023,6.412036296427658,23.1,74,0,2.8,0.0
6,3,8,2023,5.749390043512249,23.7,70,0,2.3,0.0
7,3,8,2023,5.631673667460287,23.6,73,0,5.4,35.4
8,3,8,2023,5.498157281062072,25.1,66,0,7.4,159.2
9,3,8,2023,6.316848421160437,26.9,55,0,7.8,326.8
10,3,8,2023,6.106428757376657,28.5,47,0,6.5,489.6
11,3,8,2023,5.928941175560528,29.9,41,0,5.9,624.7
12,3,8,2023,6.012829499868097,31.5,34,0,7.9,718.5
13,3,8,2023,5.661465081463548,32.8,30,0,10.0,763.5
14,3,8,2023,6.554275338192348,33.7,29,0,12.1,754.0
15,3,8,2023,5.975142638781949,34.4,31,0,12.3,692.4
16,3,8,2023,5.970186041939365,34.7,30,0,10.7,578.7
17,3,8,2023,6.124278999262815,34.5,31,0,3.3,425.0
18,3,8,2023,5.56308965122232,34.8,32,0,11.7,274.6
19,3,8,2023,5.498808349357924,34.1,28,0,21.2,120.3
20,3,8,2023,5.2452187294268136,31.5,34,0,19.7,12.9
21,3,8,2023,5.560704432572141,30.0,36,0,17.9,0.0
22,3,8,2023,5.9133434674069,29.4,38,0,15.5,0.0
23,3,8,2023,5.779192354826886,28.5,39,0,12.2,0.0
0,4,8,2023,6.312086177292986,27.4,41,0,9.8,0.0
1,4,8,2023,5.78598560152534,26.8,40,0,10.7,0.0
2,4,8,2023,5.666388315568492,26.7,39,0,11.7,0.0
3,4,8,2023,5.882342790608224,26.5,45,0,12.1,0.0
4,4,8,2023,5.92772074870531,25.4,52,0,9.4,0.0
5,4,8,2023,6.187337400250874,24.6,58,0,7.4,0.0
6,4,8,2023,5.490673363204431,24.2,62,0,9.0,0.0
7,4,8,2023,6.296177100498291,25.2,59,0,13.9,35.5
8,4,8,2023,5.874287545988389,27.8,52,0,15.3,161.1
9,4,8,2023,5.807069253146281,30.8,44,0,15.6,333.1
10,4,8,2023,5.660763426818095,33.1,37,0,18.1,498.9
11,4,8,2023,5.500075352666695,34.6,35,0,19.6,634.5
12,4,8,2023,6.119582166623616,35.6,32,0,23.2,727.9
13,4,8,2023,5.932119012430238,35.6,31,0,27.0,771.6
14,4,8,2023,5.591299295697873,34.9,34,0,25.6,760.8
15,4,8,2023,5.590019827617233,35.2,31,0,25.7,698.0
16,4,8,2023,5.829843345810605,34.0,34,0,28.7,591.5
17,4,8,2023,6.331044901955485,32.5,38,0,30.6,446.0
18,4,8,2023,5.348891682792235,31.0,44,0,30.0,282.5
19,4,8,2023,5.038003782353609,29.2,56,0,27.2,124.0
20,4,8,2023,5.35235375461165,27.0,70,0,21.8,12.5
21,4,8,2023,5.345608628196219,26.3,68,0,21.5,0.0
22,4,8,2023,4.739567859897743,25.8,68,0,19.4,0.0
23,4,8,2023,5.400215804003684,25.3,70,0,19.3,0.0
0,5,8,2023,5.827329492582252,24.7,73,0,20.4,0.0
1,5,8,2023,6.059114716337776,24.0,81,0,20.9,0.0
2,5,8,2023,6.3473021488707575,23.4,89,0,21.0,0.0
3,5,8,2023,6.1667043825213606,23.2,95,22,18.1,0.0
4,5,8,2023,5.817840952495714,23.2,94,47,19.3,0.0
5,5,8,2023,5.608431647949004,23.5,92,27,20.2,0.0
6,5,8,2023,6.528403075946887,23.5,92,20,18.1,0.0
7,5,8,2023,5.899867733638044,24.1,88,14,16.8,28.9
8,5,8,2023,5.888545448112658,25.7,78,3,16.3,142.4
9,5,8,2023,5.879031853356921,27.4,69,3,13.3,322.7
10,5,8,2023,5.9345843153263855,29.2,61,4,10.2,498.0
11,5,8,2023,5.848973022153436,30.5,56,1,6.6,627.1
12,5,8,2023,5.741647623414362,31.4,52,0,5.5,716.5
13,5,8,2023,5.748348389824324,32.3,48,0,6.8,762.5
14,5,8,2023,5.876874807580422,33.0,47,0,9.9,749.9
15,5,8,2023,5.7492069323509805,32.3,47,0,9.7,685.4
16,5,8,2023,5.706851679465131,32.2,47,0,13.0,582.0
17,5,8,2023,5.911670682057395,31.5,49,0,17.0,437.7
18,5,8,2023,5.321318820779208,29.9,55,2,17.0,276.3
19,5,8,2023,5.761061372280094,28.3,63,6,17.1,116.4
20,5,8,2023,4.722320673036169,26.4,71,2,17.5,10.6
21,5,8,2023,5.657939838115037,25.4,81,2,15.1,0.0
22,5,8,2023,5.6965844232588285,24.8,87,1,13.5,0.0
23,5,8,2023,4.866715567032384,24.4,90,1,12.2,0.0
0,6,8,2023,5.770994758874503,24.0,92,0,11.5,0.0
1,6,8,2023,5.763806440895642,23.6,94,0,6.4,0.0
2,6,8,2023,5.504788733715134,22.9,97,0,4.3,0.0
3,6,8,2023,5.662212485496871,23.1,98,19,1.4,0.0
4,6,8,2023,5.579022696028133,23.1,97,30,1.5,0.0
5,6,8,2023,6.294734268250496,22.7,98,40,2.2,0.0
6,6,8,2023,6.090586255681455,22.4,98,28,4.5,0.0
7,6,8,2023,6.17455543114313,23.3,96,0,6.5,24.5
8,6,8,2023,6.037084673405399,25.6,84,0,5.8,157.9
9,6,8,2023,5.574403714590282,27.6,72,0,8.4,333.9
10,6,8,2023,5.725536590824646,29.2,60,0,11.9,502.8
11,6,8,2023,5.979010297701569,30.9,50,0,13.6,633.8
12,6,8,2023,5.551134705171604,33.1,37,0,19.7,725.0
13,6,8,2023,6.034916264937687,34.0,33,2,24.7,770.6
14,6,8,2023,5.796585307855056,33.4,42,3,30.4,742.9
15,6,8,2023,5.76296145550719,33.4,44,12,33.7,635.5
16,6,8,2023,6.034406649445462,32.7,43,2,35.1,562.3
17,6,8,2023,5.967732485266099,32.4,42,2,35.1,404.6
18,6,8,2023,5.266425115939819,31.9,40,6,30.8,257.7
19,6,8,2023,5.646499108235652,30.7,38,1,31.8,109.5
20,6,8,2023,5.086400825494616,29.5,48,0,28.7,9.8
21,6,8,2023,5.510650559130655,28.8,44,0,28.5,0.0
22,6,8,2023,5.504941971886685,28.5,44,0,25.3,0.0
23,6,8,2023,5.279280047566092,28.0,44,0,23.1,0.0
0,7,8,2023,5.910141775945828,27.7,44,0,23.1,0.0
1,7,8,2023,5.515830126288972,27.1,47,0,20.3,0.0
2,7,8,2023,6.059615275187023,26.3,54,0,15.6,0.0
3,7,8,2023,5.782382986274551,25.6,62,0,14.7,0.0
4,7,8,2023,5.697927765255539,24.8,68,0,9.8,0.0
5,7,8,2023,6.090860826844521,24.3,75,0,8.4,0.0
6,7,8,2023,5.652522597749608,24.1,77,0,8.6,0.0
7,7,8,2023,5.476493196294409,24.9,72,0,11.0,31.2
8,7,8,2023,5.439451227004323,26.6,62,0,11.1,152.9
9,7,8,2023,5.980111008221709,28.1,49,12,10.5,321.0
10,7,8,2023,5.508501182261227,29.1,45,1,10.6,464.7
11,7,8,2023,6.26730706588139,30.0,45,6,11.8,568.2
12,7,8,2023,5.308126168414368,30.5,44,2,9.0,625.9
13,7,8,2023,6.252722612457808,30.1,44,42,4.7,611.4
14,7,8,2023,5.881362887185953,30.6,44,35,9.2,530.7
15,7,8,2023,5.8044302424177,31.8,39,0,10.9,569.2
16,7,8,2023,5.692378748683061,31.6,37,18,7.7,533.4
17,7,8,2023,5.928392548973316,30.1,47,0,11.5,353.9
18,7,8,2023,5.319199844779086,28.7,54,0,21.4,266.4
19,7,8,2023,5.6044339908894285,27.3,58,0,19.3,111.8
20,7,8,2023,5.357165432550809,26.0,63,0,20.1,8.3
21,7,8,2023,5.366183960750768,25.1,67,0,21.2,0.0
22,7,8,2023,5.237705467331835,24.6,73,0,20.5,0.0
23,7,8,2023,5.314372114455032,24.3,77,0,19.0,0.0
0,8,8,2023,5.877847459183717,24.0,80,0,17.6,0.0
1,8,8,2023,5.3733549187965455,23.7,84,0,16.3,0.0
2,8,8,2023,5.4638506614342734,23.5,86,0,16.1,0.0
3,8,8,2023,5.986713040466381,23.0,89,0,12.2,0.0
4,8,8,2023,5.843613376492687,22.8,91,0,13.1,0.0
5,8,8,2023,5.7549011828725325,23.0,91,5,15.3,0.0
6,8,8,2023,5.80550550022705,23.1,91,3,16.1,0.0
7,8,8,2023,5.88779244330112,24.0,85,2,16.1,26.8
8,8,8,2023,5.6659570968833615,25.8,71,2,19.7,142.3
9,8,8,2023,5.606320835610124,27.2,58,2,22.9,304.5
10,8,8,2023,5.849858330735122,28.2,52,9,23.5,468.4
11,8,8,2023,5.556303822556944,28.8,47,9,25.6,596.3
12,8,8,2023,5.90296020588932,29.4,44,2,26.7,667.7
13,8,8,2023,5.375251115901242,29.7,42,55,28.6,646.9
14,8,8,2023,6.058185926292113,28.3,49,42,32.6,402.4
15,8,8,2023,5.919046387563963,27.2,53,15,33.4,497.2
16,8,8,2023,5.864904450539171,26.4,55,15,34.2,398.9
17,8,8,2023,6.0465697629470805,26.0,55,8,33.0,332.4
18,8,8,2023,5.717265628076346,25.3,57,10,32.3,242.1
19,8,8,2023,5.554489533215235,24.2,64,12,32.2,88.3
20,8,8,2023,4.840678459127791,23.3,67,14,30.8,5.9
21,8,8,2023,4.981002775276777,22.8,73,9,27.7,0.0
22,8,8,2023,5.144692372536783,22.7,73,10,26.9,0.0
23,8,8,2023,5.307419779513411,22.3,75,18,25.8,0.0
0,9,8,2023,5.90295510251778,22.3,74,21,25.1,0.0
1,9,8,2023,5.592104394112134,22.2,75,12,24.4,0.0
2,9,8,2023,5.8202320385197694,21.9,77,26,23.2,0.0
3,9,8,2023,5.58469461431217,21.7,73,45,22.6,0.0
4,9,8,2023,5.620660896652513,21.7,74,65,24.0,0.0
5,9,8,2023,5.421875073188444,21.8,73,21,25.0,0.0
6,9,8,2023,5.542732035872774,21.6,73,12,24.7,0.0
7,9,8,2023,5.435619195996416,22.2,70,15,25.1,22.3
8,9,8,2023,5.529572034156166,23.4,62,71,29.2,115.1
9,9,8,2023,6.036950796552459,24.2,57,67,31.1,124.1
10,9,8,2023,5.536190625192514,24.8,52,89,31.6,57.4
11,9,8,2023,6.431635863609847,25.6,47,100,34.0,153.2
12,9,8,2023,5.896869822620722,25.6,48,100,34.0,84.5
13,9,8,2023,5.819749378324218,25.7,48,100,33.8,34.5
14,9,8,2023,5.558950902355196,26.0,48,100,33.2,69.0
15,9,8,2023,5.948617817252748,25.9,52,100,28.5,97.7
16,9,8,2023,5.629630890841057,24.6,57,100,28.5,17.6
17,9,8,2023,5.80404280106184,24.5,58,100,30.8,7.1
18,9,8,2023,5.913561481967699,24.2,59,100,30.9,6.6
19,9,8,2023,5.249525372469337,23.9,60,100,29.9,0.0
20,9,8,2023,5.560858678971918,23.7,59,100,28.7,0.0
21,9,8,2023,5.097746241119028,23.6,61,100,25.3,0.0
22,9,8,2023,5.264793224776259,23.7,60,100,23.9,0.0
23,9,8,2023,5.7162405063093775,23.8,60,100,21.6,0.0
0,10,8,2023,5.589804842536398,23.6,61,87,18.9,0.0
1,10,8,2023,6.199658746482572,23.3,62,48,16.6,0.0
2,10,8,2023,5.923484590847209,23.0,63,38,14.8,0.0
3,10,8,2023,5.605929913009772,22.4,77,100,18.4,0.0
4,10,8,2023,5.904648541747219,22.4,76,100,20.5,0.0
5,10,8,2023,5.989685219390022,22.3,75,100,19.7,0.0
6,10,8,2023,5.901999097537638,22.5,70,100,19.4,0.0
7,10,8,2023,5.353990427010725,22.7,67,100,16.6,2.2
8,10,8,2023,5.564762313027122,23.5,60,100,16.7,0.0
9,10,8,2023,5.684666948095464,23.9,58,100,16.8,4.8
10,10,8,2023,5.727938249708328,24.4,58,100,15.5,9.0
11,10,8,2023,5.901714631371009,25.8,52,100,15.1,61.5
12,10,8,2023,5.790971857216653,27.4,46,82,14.1,66.8
13,10,8,2023,5.412710517305814,28.8,44,100,17.4,332.5
14,10,8,2023,5.84159606973483,28.0,47,47,18.4,123.3
15,10,8,2023,5.899193043304296,27.1,56,43,9.5,367.7
16,10,8,2023,5.886494218966099,26.2,60,99,15.6,286.7
17,10,8,2023,6.016741788371995,26.1,63,41,16.6,194.1
18,10,8,2023,5.455027145620566,25.4,66,100,16.6,64.6
19,10,8,2023,5.361341626790448,24.9,68,97,16.0,45.3
20,10,8,2023,5.229005179118678,23.5,77,20,15.9,2.5
21,10,8,2023,4.831306373604342,23.0,79,62,14.4,0.0
22,10,8,2023,5.353951161766486,22.6,82,70,12.6,0.0
23,10,8,2023,5.298468528774118,22.3,83,21,14.2,0.0
0,11,8,2023,5.787818492890143,21.7,87,22,15.1,0.0
1,11,8,2023,5.4007366396362215,21.1,89,25,17.3,0.0
2,11,8,2023,5.449659648489234,20.8,89,10,18.4,0.0
3,11,8,2023,5.983211996924526,21.3,89,100,12.9,0.0
4,11,8,2023,5.7100349951271365,20.1,92,100,22.5,0.0
5,11,8,2023,5.890298957934455,20.5,89,21,21.5,0.0
6,11,8,2023,5.727003377623914,20.1,91,34,17.3,0.0
7,11,8,2023,5.727362818465236,20.4,89,47,17.8,4.5
8,11,8,2023,5.9544947350853,21.7,81,85,21.3,60.0
9,11,8,2023,5.590912601536957,23.1,73,77,21.7,144.9
10,11,8,2023,5.7439539778265445,23.6,67,97,24.7,85.7
11,11,8,2023,5.604354961415039,25.2,58,36,25.6,216.9
12,11,8,2023,5.61129972673322,26.3,53,25,26.0,519.7
13,11,8,2023,5.64263075272414,26.7,51,17,25.4,529.2
14,11,8,2023,5.775457226499729,27.2,49,4,26.7,572.9
15,11,8,2023,5.600236628175431,27.8,43,40,18.9,595.4
16,11,8,2023,6.03386281498468,26.7,48,31,24.5,429.8
17,11,8,2023,5.496271958036424,26.5,45,1,23.0,313.9
18,11,8,2023,5.173205872550959,25.8,50,7,24.0,239.1
19,11,8,2023,5.109991019022756,24.7,56,5,22.3,98.3
20,11,8,2023,5.581668254679732,23.6,65,4,17.9,3.5
21,11,8,2023,5.269062477719194,22.9,66,2,14.6,0.0
22,11,8,2023,5.477884918458459,22.6,67,3,17.1,0.0
23,11,8,2023,4.848533690332056,22.2,70,1,14.8,0.0
0,12,8,2023,5.760442321813454,21.8,74,0,12.2,0.0
1,12,8,2023,5.916087454251999,21.5,78,0,12.5,0.0
2,12,8,2023,5.714250752664996,21.2,81,3,12.0,0.0
3,12,8,2023,5.960049849112478,21.8,68,0,21.0,0.0
4,12,8,2023,5.564357642821046,21.6,70,0,15.3,0.0
5,12,8,2023,6.046016615392535,21.4,72,0,15.9,0.0
6,12,8,2023,6.268404286250952,21.3,75,0,15.8,0.0
7,12,8,2023,5.602970115236225,22.0,72,0,17.8,22.5
8,12,8,2023,5.582304124995947,24.1,61,0,20.4,140.1
9,12,8,2023,6.057025874625565,25.7,52,0,26.8,309.6
10,12,8,2023,6.088572791778818,26.8,46,0,28.2,473.9
11,12,8,2023,5.562964748557823,27.8,42,1,29.4,608.8
12,12,8,2023,5.588633051072176,28.5,39,2,31.0,683.6
13,12,8,2023,5.623233603131013,29.0,36,2,32.1,678.2
14,12,8,2023,5.35756712758757,29.2,35,0,33.4,696.0
15,12,8,2023,5.464016768725091,28.4,42,1,31.5,666.1
16,12,8,2023,5.442644563658122,27.9,44,2,31.5,545.1
17,12,8,2023,5.501730364070108,27.1,49,1,31.4,399.9
18,12,8,2023,5.1850085334994445,26.3,53,2,31.6,243.5
19,12,8,2023,5.25223343848027,25.3,62,2,30.3,94.3
20,12,8,2023,5.581304878549659,24.3,67,3,28.3,2.4
